project_id,project_code,project_name,client_name,project_status,start_date,end_date,updated_at
3566,PRJ-003566,Cultivate Wireless Technologies Program,"Weeks, Morales and Leach",On Hold,2022-07-23,2023-01-01,2022-11-07 17:00:00
3706,PRJ-003706,Leverage Plug-And-Play Markets Program,Jones and Sons,Active,2020-09-08,2021-07-01,2020-12-21 04:30:00
4947,PRJ-001749,Strategize Global Architectures Program Refresh,Francis Ltd,Planned,2022-11-25,2023-12-06,2023-08-10 18:43:00
5000,PRJ-002405,Harness Wireless Networks Program Refresh,Vaughn Group,Cancelled,2018-12-14,,2019-10-15 13:46:00
2548,PRJ-002548,Maximize Viral Supply-Chains Program,"Park, Brown and Wheeler",Completed,2018-06-05,2020-09-13,2018-09-06 03:03:00
3791,PRJ-003791,Strategize Magnetic Models Program,Nelson-Carter,Completed,2023-10-09,2025-11-21,2023-12-24 23:29:00
757,PRJ-000757,Matrix Rich Portals Program,Morgan and Sons,On Hold,2024-04-03,2025-02-01,2024-04-03 23:24:00
3119,PRJ-003119,Productize Front-End Mindshare Program,Ramirez-Miller,Cancelled,2024-02-03,,2024-04-05 10:55:00
4442,PRJ-001648,Syndicate Frictionless E-Services Program Refresh,"Thomas, Andrade and Monroe",On Hold,2021-08-26,2023-07-14,2022-03-23 04:07:00
4042,PRJ-004042,Exploit Value-Added Solutions Program,"King, Ferguson and Shaffer",Cancelled,2018-12-04,2019-12-11,2018-12-08 21:17:00
4279,PRJ-001896,Transition Robust Synergies Program Refresh,Green LLC,Cancelled,2025-10-30,,2026-07-12 10:18:00
4174,PRJ-004174,Optimize Rich Eyeballs Program,Davis Ltd,On Hold,2023-06-10,2024-09-14,2023-10-02 05:02:00
3468,PRJ-003468,Implement Plug-And-Play E-Services Program,Mcdaniel-Osborne,On Hold,2022-03-21,2024-04-03,2022-06-10 05:29:00
3252,PRJ-003252,E-Enable Holistic Functionalities Program,Scott-Richards,Completed,2021-03-16,,2021-04-19 11:17:00
3134,PRJ-003134,Whiteboard Distributed Deliverables Program,"Fisher, Burgess and Stevens",On Hold,2022-03-25,,2022-05-11 20:43:00
3285,PRJ-003285,Repurpose Real-Time Experiences Program,Wells-Ward,On Hold,2021-05-11,,2021-05-27 18:02:00
1417,PRJ-001417,Implement Virtual Content Program,"Ruiz, Reeves and Green",On Hold,2021-01-06,,2021-01-31 13:24:00
2543,PRJ-002543,Strategize Wireless Niches Program,Kaiser-Hanson,On Hold,2025-12-17,,2026-03-11 12:59:00
4002,PRJ-004002,Evolve Plug-And-Play E-Services Program,Arnold-Banks,Cancelled,2020-08-30,2021-02-08,2020-09-10 09:47:00
2910,PRJ-002910,Deploy Scalable Architectures Program,Fields-Banks,Active,2024-05-24,2025-11-18,2024-07-02 11:07:00
298,PRJ-000298,Grow Next-Generation Initiatives Program,Castro-Vargas,Cancelled,2022-02-01,,2022-02-15 11:31:00
581,PRJ-000581,Strategize Extensible Methodologies Program,"Ford, Dunn and Ortega",Cancelled,2025-12-29,2026-03-09,2026-03-23 03:57:00
4891,PRJ-002072,Scale Back-End Platforms Program Refresh,Hernandez-West,Completed,2025-03-17,2026-11-22,2025-11-13 20:19:00
4994,PRJ-001780,Enable Distributed Metrics Program Refresh,Martin Group,On Hold,2023-04-18,,2023-11-22 03:57:00
2777,PRJ-002777,Target Efficient Info-Mediaries Program,Peck-Garrett,Cancelled,2019-05-02,2020-09-25,2019-08-18 03:52:00
1233,PRJ-001233,Redefine Killer Models Program,"Stephenson, Lowe and Stewart",Cancelled,2022-03-29,2024-03-22,2022-04-14 01:05:00
4849,PRJ-002703,Mesh Distributed Methodologies Program Refresh,"Hall, Fox and Burke",Active,2019-03-28,,2019-10-29 00:20:00
947,PRJ-000947,Empower Mission-Critical Systems Program,Clark-Perez,Completed,2025-08-03,2027-09-22,2025-09-01 18:21:00
2627,PRJ-002627,Syndicate Out-Of-The-Box Platforms Program,Taylor-Wyatt,Planned,2019-02-02,2019-06-25,2019-05-27 17:05:00
2963,PRJ-002963,Brand Customized Systems Program,"Williamson, Cox and Sullivan",Planned,2019-06-27,,2019-09-18 15:19:00
4587,PRJ-001102,Unleash Scalable Experiences Program Refresh,Sutton-Berg,Planned,2023-04-18,2023-12-01,2023-07-04 02:25:00
4055,PRJ-004055,Productize Best-Of-Breed Functionalities Program,"Cunningham, Smith and Torres",Planned,2025-04-30,2026-02-19,2025-08-20 02:46:00
459,PRJ-000459,Incentivize Bricks-And-Clicks Metrics Program,"Brown, Morris and Campbell",Completed,2025-10-13,,2026-01-01 11:26:00
212,PRJ-000212,Transform Plug-And-Play Paradigms Program,Walls-Owens,On Hold,2021-10-11,2022-04-07,2021-12-06 08:23:00
3974,PRJ-003974,Evolve Web-Enabled E-Services Program,Grant Ltd,On Hold,2022-03-10,2024-04-27,2022-07-02 02:04:00
495,PRJ-000495,Streamline Extensible Communities Program,"Garcia, Nelson and Green",On Hold,2018-10-29,2019-06-30,2018-11-08 10:56:00
722,PRJ-000722,Engage Dynamic Metrics Program,"Figueroa, Contreras and Miller",Planned,2025-09-12,2027-04-20,2025-11-03 03:36:00
2060,PRJ-002060,Monetize Holistic Content Program,"Davis, Watkins and Hurley",On Hold,2019-08-31,,2019-09-13 13:41:00
417,PRJ-000417,Utilize Interactive Relationships Program,Castro-Buckley,Planned,2019-11-07,2021-07-13,2020-02-10 22:10:00
748,PRJ-000748,Revolutionize Collaborative Supply-Chains Program,Lee-Cohen,Active,2023-12-21,,2024-02-16 18:37:00
2953,PRJ-002953,Scale Visionary Synergies Program,"Villegas, Crosby and Sawyer",Completed,2020-12-15,2022-12-31,2021-02-28 22:04:00
965,PRJ-000965,Productize User-Centric Channels Program,Smith-Hernandez,Active,2024-11-08,2026-08-17,2024-12-16 00:53:00
59,PRJ-000059,Morph Bricks-And-Clicks Communities Program,Olson Group,Planned,2024-08-16,2025-05-07,2024-08-25 17:24:00
190,PRJ-000190,Orchestrate E-Business Supply-Chains Program,Johnson Group,Planned,2026-11-05,2027-04-25,2026-11-06 00:50:00
4685,PRJ-000750,Revolutionize Integrated Platforms Program Refresh,"Moore, Patrick and Munoz",Cancelled,2025-05-19,,2025-12-04 12:18:00
4806,PRJ-001378,Incubate 24/7 Mindshare Program Refresh,Tate-Hoffman,Planned,2026-12-05,2027-12-02,2027-07-25 19:49:00
3299,PRJ-003299,E-Enable Bleeding-Edge Niches Program,Zamora LLC,Cancelled,2024-09-22,,2024-11-01 02:47:00
4020,PRJ-004020,Embrace Enterprise Partnerships Program,"Perkins, Grant and Leonard",Cancelled,2019-08-07,,2019-11-11 02:14:00
2915,PRJ-002915,Innovate Interactive Web Services Program,Martin PLC,Planned,2026-02-02,2028-07-03,2026-04-27 03:56:00
1085,PRJ-001085,Visualize Global Schemas Program,Mcknight-Soto,Planned,2025-11-25,,2026-02-17 01:41:00
3969,PRJ-003969,Productize Synergistic Solutions Program,"Rogers, Clark and Carroll",Planned,2019-03-22,,2019-06-07 18:50:00
2283,PRJ-002283,Optimize Plug-And-Play Mindshare Program,Harris-Miller,On Hold,2019-05-12,,2019-05-18 14:50:00
3817,PRJ-003817,Whiteboard Plug-And-Play Roi Program,Perez Inc,Completed,2022-01-03,2022-09-27,2022-02-26 06:25:00
203,PRJ-000203,Incentivize World-Class Web Services Program,Edwards and Sons,Completed,2026-12-31,2028-09-30,2027-04-01 08:33:00
3038,PRJ-003038,Enhance Cross-Platform E-Tailers Program,Conner-Barnes,On Hold,2019-12-05,2021-08-06,2020-01-02 23:09:00
731,PRJ-000731,Redefine Holistic Supply-Chains Program,Bryant-Cortez,Cancelled,2018-04-03,2020-07-10,2018-06-11 10:47:00
455,PRJ-000455,Embrace 24/365 Niches Program,"Davidson, Jones and Harris",Completed,2020-12-06,2022-08-17,2021-02-09 21:30:00
791,PRJ-000791,Harness B2B Architectures Program,"Park, Benson and Simpson",Active,2018-03-31,2019-11-28,2018-05-07 21:22:00
693,PRJ-000693,Target Efficient Experiences Program,Gonzalez PLC,Cancelled,2018-06-23,,2018-07-13 22:09:00
4648,PRJ-002747,Exploit Scalable Bandwidth Program Refresh,"Davis, Collier and Blankenship",Completed,2019-11-04,2020-09-18,2020-04-18 17:26:00
3139,PRJ-003139,Integrate Next-Generation Deliverables Program,Leonard Ltd,On Hold,2018-04-24,2019-03-30,2018-06-11 20:58:00
2434,PRJ-002434,Streamline Integrated Partnerships Program,"Perry, Hopkins and Aguilar",Completed,2023-01-27,,2023-04-13 14:05:00
2603,PRJ-002603,Target User-Centric Channels Program,Wheeler and Sons,Active,2025-06-04,,2025-09-26 11:53:00
1093,PRJ-001093,Aggregate Frictionless Systems Program,Woods Inc,Planned,2024-01-22,2025-10-19,2024-04-30 01:07:00
4545,PRJ-002856,Benchmark Ubiquitous Synergies Program Refresh,Curry LLC,Cancelled,2020-05-13,2020-09-05,2020-11-11 20:28:00
1125,PRJ-001125,Iterate Efficient E-Commerce Program,Graves-James,Cancelled,2019-05-19,2021-04-01,2019-06-20 01:14:00
2100,PRJ-002100,Deliver Back-End Architectures Program,Rose-Davidson,Completed,2022-09-21,,2022-09-23 05:41:00
3707,PRJ-003707,Repurpose Value-Added E-Tailers Program,Shaffer-Lee,Active,2020-09-12,2020-11-23,2020-10-04 15:48:00
1275,PRJ-001275,Incubate Scalable Channels Program,Evans-Roberson,Completed,2022-10-29,2024-02-18,2022-12-16 11:00:00
273,PRJ-000273,Deliver Cross-Media Info-Mediaries Program,Richmond-Taylor,Cancelled,2018-07-16,2020-08-05,2018-07-21 07:30:00
2880,PRJ-002880,E-Enable User-Centric Communities Program,"Rodriguez, Washington and Ford",Completed,2025-10-09,2026-03-10,2025-12-10 18:48:00
3783,PRJ-003783,Disintermediate 24/365 Partnerships Program,"Simmons, Tucker and Kirby",On Hold,2018-02-17,2018-11-24,2018-04-11 23:08:00
991,PRJ-000991,Repurpose Front-End Networks Program,Santos Inc,Completed,2025-05-21,2027-07-16,2025-05-31 23:36:00
1974,PRJ-001974,Leverage Granular Markets Program,Hicks-Cuevas,On Hold,2018-11-28,2019-10-30,2019-03-06 10:51:00
8,PRJ-000008,Integrate User-Centric Paradigms Program,"Reeves, Mclaughlin and Valdez",Completed,2020-02-12,2022-05-02,2020-03-14 01:02:00
1219,PRJ-001219,Productize Extensible Web Services Program,"Gardner, Lee and Hoover",Planned,2026-03-19,,2026-06-25 04:01:00
2257,PRJ-002257,E-Enable Enterprise E-Business Program,Frazier-Williams,Active,2026-10-01,,2026-10-25 11:19:00
4330,PRJ-001853,Re-Intermediate Web-Enabled E-Tailers Program Refresh,Welch LLC,Cancelled,2020-10-19,2021-01-29,2021-07-11 14:47:00
3085,PRJ-003085,Architect Turn-Key Portals Program,"Black, Hernandez and Gonzalez",Completed,2025-04-06,2027-08-31,2025-06-25 11:48:00
2978,PRJ-002978,Whiteboard Robust Bandwidth Program,Cummings PLC,Cancelled,2022-06-01,2022-12-01,2022-07-07 11:24:00
2618,PRJ-002618,Exploit Dot-Com E-Tailers Program,"Riggs, Holland and Clark",Cancelled,2025-02-24,2025-09-24,2025-04-16 23:03:00
4354,PRJ-000328,Target Transparent Niches Program Refresh,Singh-Cooper,Planned,2026-05-30,2027-11-15,2027-02-02 17:37:00
2969,PRJ-002969,Cultivate Back-End Methodologies Program,Giles Group,Active,2022-12-10,2024-04-17,2023-02-08 14:20:00
4011,PRJ-004011,Redefine Dynamic Web Services Program,"Williams, Lang and Williams",Active,2022-08-12,2024-09-12,2022-09-11 22:44:00
1709,PRJ-001709,Grow B2B Communities Program,Torres PLC,On Hold,2019-12-23,2021-08-13,2020-04-13 10:11:00
3080,PRJ-003080,Drive Frictionless Convergence Program,"Parsons, Nelson and Tucker",Active,2026-02-02,2027-01-27,2026-03-18 11:46:00
3638,PRJ-003638,Implement Robust Functionalities Program,"Hunter, Byrd and Chavez",Cancelled,2022-11-08,,2023-02-11 02:27:00
241,PRJ-000241,Engage User-Centric Web Services Program,Gonzalez LLC,Active,2024-11-11,,2024-12-25 11:59:00
4604,PRJ-000034,Leverage Intuitive Roi Program Refresh,"Wilson, Tanner and Buchanan",Active,2023-08-16,2024-08-10,2024-05-12 05:17:00
2854,PRJ-002854,Synthesize Cutting-Edge Experiences Program,"Donovan, Campbell and James",Planned,2021-12-07,2022-09-22,2022-02-04 19:25:00
2652,PRJ-002652,Redefine Innovative Systems Program,Bridges and Sons,Cancelled,2021-06-09,,2021-08-12 13:27:00
441,PRJ-000441,Matrix Efficient Web-Readiness Program,Herrera LLC,Active,2021-01-25,,2021-05-08 19:50:00
1470,PRJ-001470,Brand 24/365 Channels Program,"Edwards, Harris and Chandler",On Hold,2019-04-11,2020-01-27,2019-04-22 01:54:00
1336,PRJ-001336,Deliver Clicks-And-Mortar Info-Mediaries Program,Galloway PLC,Cancelled,2023-10-06,,2023-11-21 06:59:00
435,PRJ-000435,Seize Visionary Info-Mediaries Program,Cox Inc,On Hold,2022-06-01,,2022-06-01 01:18:00
4868,PRJ-001973,Envisioneer Out-Of-The-Box Action-Items Program Refresh,"Wagner, Townsend and Silva",On Hold,2023-09-25,,2024-04-15 17:15:00
1440,PRJ-001440,Expedite Scalable Eyeballs Program,Jones-Douglas,Active,2021-04-26,2021-07-21,2021-05-14 22:33:00
3137,PRJ-003137,Syndicate Holistic Bandwidth Program,Palmer-Chavez,Cancelled,2022-09-22,,2023-01-11 16:36:00
739,PRJ-000739,Mesh Value-Added Web-Readiness Program,Tran PLC,Active,2021-05-21,,2021-05-29 17:16:00
4752,PRJ-002208,Empower Plug-And-Play Experiences Program Refresh,Gonzalez-Davis,Cancelled,2025-04-11,,2025-12-11 03:12:00
4547,PRJ-001555,E-Enable Cross-Media Partnerships Program Refresh,Garcia-Warren,On Hold,2026-08-30,2027-03-18,2027-05-02 07:14:00
1201,PRJ-001201,Enhance Granular Communities Program,Williams LLC,Completed,2018-06-18,2020-05-06,2018-08-31 08:57:00
2980,PRJ-002980,Morph Out-Of-The-Box Niches Program,Boyd and Sons,Active,2020-07-18,,2020-09-16 09:05:00
3489,PRJ-003489,Utilize Web-Enabled Interfaces Program,Lewis LLC,On Hold,2026-10-21,2028-08-31,2027-01-26 13:30:00
4841,PRJ-003413,Reinvent Distributed Platforms Program Refresh,"Hernandez, Ray and Hobbs",Active,2018-11-14,,2019-06-04 06:27:00
4507,PRJ-003688,Architect Turn-Key Partnerships Program Refresh,Owens Inc,On Hold,2024-09-02,2026-01-02,2025-04-23 04:57:00
1037,PRJ-001037,Re-Contextualize Next-Generation Niches Program,Johnson Group,Completed,2025-10-10,2027-12-26,2026-01-15 11:38:00
2773,PRJ-002773,Transform Rich Info-Mediaries Program,"Shaffer, Davis and Robinson",Cancelled,2023-10-16,,2023-11-15 07:19:00
2897,PRJ-002897,Seize Killer Bandwidth Program,Kelley and Sons,Cancelled,2024-01-22,2024-09-14,2024-05-13 08:37:00
3745,PRJ-003745,Scale Proactive Solutions Program,Ryan-Drake,Completed,2018-02-10,,2018-04-25 18:29:00
3702,PRJ-003702,Enable B2C Schemas Program,"Buck, Delacruz and Mccarthy",Cancelled,2019-02-20,,2019-04-09 18:00:00
2340,PRJ-002340,Enhance Efficient Partnerships Program,Lester Inc,Cancelled,2018-06-05,2019-01-14,2018-09-20 19:31:00
2017,PRJ-002017,Target Viral Relationships Program,Bauer PLC,Completed,2022-04-02,2024-05-26,2022-07-04 11:50:00
3486,PRJ-003486,Optimize Transparent Schemas Program,Houston-Savage,On Hold,2025-05-29,2026-10-07,2025-09-01 01:09:00
2412,PRJ-002412,Envisioneer Open-Source Functionalities Program,"Torres, Harris and Smith",Active,2025-02-19,2025-07-01,2025-04-23 01:20:00
1907,PRJ-001907,Enhance Customized Solutions Program,Turner-Hicks,On Hold,2026-07-21,,2026-09-03 01:58:00
2708,PRJ-002708,Enable Compelling Relationships Program,Larson-Smith,On Hold,2018-05-08,2019-03-18,2018-08-17 11:18:00
4133,PRJ-004133,Synergize Frictionless Relationships Program,"Love, Mitchell and Cruz",Completed,2024-07-09,2026-10-11,2024-08-12 15:24:00
1665,PRJ-001665,Syndicate Revolutionary E-Business Program,Lawson PLC,Planned,2026-02-28,2027-04-25,2026-05-22 17:47:00
4345,PRJ-003480,Mesh Dynamic Markets Program Refresh,Johnson-Gregory,Planned,2019-04-25,,2020-02-06 01:32:00
1577,PRJ-001577,Facilitate Dynamic Roi Program,Jackson-Patrick,Cancelled,2024-09-03,2026-01-21,2024-12-09 08:05:00
4291,PRJ-003426,Maximize Cutting-Edge Functionalities Program Refresh,Moore Ltd,Planned,2021-05-10,,2022-01-30 21:17:00
1791,PRJ-001791,Monetize Real-Time Communities Program,Scott-Waller,Cancelled,2026-11-25,2027-06-29,2027-03-23 17:57:00
511,PRJ-000511,Productize Clicks-And-Mortar Roi Program,Willis and Sons,On Hold,2026-12-14,,2026-12-29 06:57:00
656,PRJ-000656,Maximize Back-End Applications Program,Cabrera PLC,On Hold,2022-03-30,2023-07-16,2022-07-17 14:25:00
967,PRJ-000967,Evolve Holistic E-Commerce Program,Gray LLC,On Hold,2022-07-01,2023-10-16,2022-07-08 08:28:00
207,PRJ-000207,Mesh Customized E-Commerce Program,Singleton-Cox,On Hold,2024-07-14,,2024-11-09 19:59:00
2496,PRJ-002496,Incentivize Interactive Web-Readiness Program,Walter-Mcdowell,Cancelled,2018-10-26,2018-12-14,2018-10-31 23:39:00
1828,PRJ-001828,Grow Collaborative Systems Program,Rodriguez LLC,Active,2020-06-12,,2020-06-12 18:55:00
3789,PRJ-003789,Evolve Plug-And-Play E-Services Program,"Smith, Parks and Douglas",Active,2023-01-22,2024-04-01,2023-04-09 19:41:00
3775,PRJ-003775,Enable Open-Source Models Program,"Zhang, Hardin and Cox",Cancelled,2023-03-08,2024-01-03,2023-03-13 12:39:00
2786,PRJ-002786,Mesh Granular Paradigms Program,Jackson Ltd,Cancelled,2026-06-12,2026-08-03,2026-08-01 01:48:00
1223,PRJ-001223,Incubate Rich Relationships Program,"Gray, Nguyen and Alexander",Cancelled,2021-06-02,2022-09-27,2021-06-08 05:28:00
4104,PRJ-004104,Incentivize Clicks-And-Mortar E-Commerce Program,"Williams, Sellers and Rose",Planned,2023-08-19,2025-08-15,2023-11-09 20:46:00
785,PRJ-000785,Integrate Cross-Platform Interfaces Program,"Guerrero, Perez and Hill",On Hold,2018-03-25,2018-11-06,2018-05-22 00:44:00
2799,PRJ-002799,Enable Cross-Media E-Markets Program,"Sherman, Jenkins and Olson",Cancelled,2019-09-18,,2019-12-11 19:41:00
653,PRJ-000653,Productize Distributed Methodologies Program,Johnson Group,Active,2020-05-30,,2020-09-21 04:11:00
853,PRJ-000853,Evolve Virtual Deliverables Program,Hunt Ltd,Planned,2026-10-22,2029-04-05,2026-12-22 21:43:00
4965,PRJ-000237,Aggregate Virtual Channels Program Refresh,"Gonzalez, Kelly and Olson",Completed,2022-11-07,,2023-03-17 12:43:00
2421,PRJ-002421,Utilize 24/365 Relationships Program,"Potter, Murphy and Melton",Planned,2019-02-27,2021-07-03,2019-03-14 02:36:00
3992,PRJ-003992,Whiteboard One-To-One Roi Program,Anderson-Benson,Completed,2025-09-16,2025-11-20,2025-11-28 19:14:00
2196,PRJ-002196,Implement Dynamic Schemas Program,Jackson LLC,Planned,2019-12-25,2020-11-07,2020-04-22 06:01:00
882,PRJ-000882,Grow Cross-Platform Portals Program,Harper-Hopkins,Planned,2025-05-28,2027-07-17,2025-07-02 18:02:00
3928,PRJ-003928,Orchestrate Value-Added Portals Program,Stone PLC,On Hold,2026-06-09,2028-08-28,2026-07-16 06:06:00
2131,PRJ-002131,Engineer Compelling E-Business Program,Anderson Inc,Completed,2021-11-28,2024-01-06,2021-12-02 18:21:00
2117,PRJ-002117,Evolve Rich Paradigms Program,Sanford-Thomas,Cancelled,2024-12-08,,2025-02-28 07:52:00
3671,PRJ-003671,Transform Visionary Technologies Program,Kelley-Ray,Active,2022-01-24,2024-04-20,2022-04-15 18:17:00
4121,PRJ-004121,Incentivize Bleeding-Edge Niches Program,"Murphy, Ortega and Oneill",Planned,2021-10-06,,2022-01-17 00:32:00
351,PRJ-000351,Revolutionize Seamless Mindshare Program,"Stephenson, Bishop and Rodriguez",Planned,2018-09-10,2019-01-15,2019-01-02 05:19:00
4665,PRJ-002477,Synergize Seamless Users Program Refresh,"Brewer, Hanna and Caldwell",Planned,2020-01-01,2021-05-17,2020-07-16 10:17:00
1647,PRJ-001647,Incentivize Scalable Vortals Program,Cook-Mccann,Cancelled,2018-06-11,2019-08-10,2018-07-23 12:21:00
923,PRJ-000923,Drive Wireless Architectures Program,Branch-Friedman,Completed,2020-12-21,2023-04-06,2021-01-02 16:53:00
1865,PRJ-001865,Exploit Holistic Methodologies Program,"Fuller, Rodriguez and Mack",Completed,2021-11-14,2022-02-02,2021-12-06 00:16:00
3850,PRJ-003850,Brand 24/365 E-Markets Program,Vazquez PLC,Cancelled,2022-03-09,,2022-06-07 01:29:00
4511,PRJ-001100,Architect 24/7 Portals Program Refresh,"Kaufman, Waters and Torres",Planned,2024-09-13,,2025-01-29 22:12:00
1441,PRJ-001441,Generate End-To-End Solutions Program,"Baxter, Smith and Shah",On Hold,2021-01-16,,2021-02-23 02:08:00
3483,PRJ-003483,Re-Contextualize Innovative Communities Program,Murray Group,Planned,2019-07-20,2020-05-28,2019-10-10 23:18:00
2658,PRJ-002658,Architect Visionary Supply-Chains Program,"Turner, Kennedy and Lozano",Active,2019-11-23,2020-06-10,2020-03-20 22:07:00
1152,PRJ-001152,Embrace Seamless Architectures Program,Coleman-Wilson,Completed,2024-05-22,2026-03-22,2024-06-02 11:38:00
4362,PRJ-000682,Re-Intermediate Strategic Niches Program Refresh,"Jones, Silva and Barton",Active,2026-04-16,,2026-12-03 01:52:00
2506,PRJ-002506,Strategize Killer Interfaces Program,Zavala Inc,Completed,2022-12-05,,2023-03-21 15:48:00
1841,PRJ-001841,Integrate Turn-Key E-Business Program,Marshall LLC,Planned,2026-08-11,2026-11-27,2026-08-25 16:51:00
2692,PRJ-002692,Aggregate Efficient Networks Program,Campos-Robinson,Completed,2020-09-28,2022-07-28,2020-12-04 17:11:00
1899,PRJ-001899,Embrace Ubiquitous Mindshare Program,Bennett-Valdez,Planned,2023-07-19,,2023-09-08 11:25:00
487,PRJ-000487,Enable End-To-End Models Program,"Richardson, Alexander and Parker",Completed,2026-03-23,2027-03-12,2026-05-01 08:35:00
4018,PRJ-004018,Empower Turn-Key Niches Program,Jones-Douglas,Active,2020-12-04,,2021-02-05 21:00:00
2337,PRJ-002337,Embrace Magnetic Partnerships Program,"Hall, Compton and Welch",Cancelled,2021-10-21,,2022-01-26 05:40:00
174,PRJ-000174,Exploit E-Business Bandwidth Program,Sweeney-Rogers,Completed,2024-06-25,2026-07-01,2024-09-22 18:28:00
387,PRJ-000387,Integrate End-To-End Info-Mediaries Program,Williams-Smith,On Hold,2018-12-07,2021-03-29,2018-12-23 12:15:00
4525,PRJ-000894,Harness E-Business Markets Program Refresh,Grant Group,Active,2022-12-14,,2023-11-02 05:58:00
4353,PRJ-003500,Matrix Turn-Key E-Markets Program Refresh,"Reed, Thomas and Hopkins",Cancelled,2020-04-02,2020-08-25,2020-10-11 06:36:00
4270,PRJ-003375,Productize Dynamic Web-Readiness Program Refresh,Johns Group,Cancelled,2020-11-22,,2021-08-17 19:34:00
4657,PRJ-001267,Empower Seamless Deliverables Program Refresh,Livingston Ltd,Planned,2025-07-17,2027-06-17,2026-02-05 20:49:00
1376,PRJ-001376,Generate Killer Roi Program,Baker-Harvey,Cancelled,2025-01-16,,2025-04-12 09:47:00
1606,PRJ-001606,Matrix Next-Generation Eyeballs Program,"Rodriguez, Mata and Ball",Cancelled,2019-09-20,,2019-11-15 16:14:00
2289,PRJ-002289,Enhance Interactive Supply-Chains Program,Patton Group,Active,2019-11-25,2022-04-05,2020-02-08 04:16:00
390,PRJ-000390,Embrace E-Business Users Program,Powell-Hughes,Active,2023-11-24,,2023-11-30 20:26:00
245,PRJ-000245,Target Collaborative Portals Program,Frederick Group,On Hold,2018-02-14,2018-10-14,2018-06-12 17:57:00
3534,PRJ-003534,Maximize Value-Added Functionalities Program,"Krause, Wood and Montoya",Planned,2024-08-10,2024-12-14,2024-10-17 03:54:00
787,PRJ-000787,Utilize Value-Added Technologies Program,"Brooks, Clark and Jones",On Hold,2019-12-28,2020-10-08,2020-02-07 13:47:00
4617,PRJ-002205,Disintermediate User-Centric Content Program Refresh,Pacheco-Nicholson,Active,2022-03-21,2024-06-08,2022-08-15 01:22:00
4334,PRJ-002978,Whiteboard Robust Bandwidth Program Refresh,Cummings PLC,Cancelled,2022-06-01,2022-12-01,2022-08-06 21:24:00
3234,PRJ-003234,Streamline Seamless Technologies Program,Guzman Ltd,Planned,2024-06-21,,2024-08-09 23:19:00
2939,PRJ-002939,Syndicate Granular Roi Program,Harris PLC,Cancelled,2022-01-24,2024-05-29,2022-03-02 04:57:00
3869,PRJ-003869,Maximize Strategic Markets Program,Perez-Mason,Cancelled,2020-12-31,2023-06-01,2021-04-02 03:59:00
3761,PRJ-003761,Syndicate Dot-Com Systems Program,Bartlett-Hall,Cancelled,2018-03-21,,2018-06-10 20:10:00
1303,PRJ-001303,Extend E-Business Web Services Program,Miller and Sons,Completed,2023-07-10,,2023-11-03 12:49:00
4246,PRJ-004246,Redefine 24/365 Content Program,Wood LLC,On Hold,2019-04-07,,2019-05-21 03:27:00
4546,PRJ-003857,Utilize Holistic Deliverables Program Refresh,Gibbs Inc,Active,2023-12-23,2024-08-03,2024-10-02 21:47:00
2832,PRJ-002832,Streamline Out-Of-The-Box Portals Program,Holmes-Simmons,On Hold,2023-02-26,2025-07-28,2023-03-21 16:08:00
3986,PRJ-003986,Productize Efficient Solutions Program,Rodgers PLC,Active,2020-07-25,2021-11-15,2020-09-18 04:52:00
603,PRJ-000603,Innovate World-Class Content Program,Ramos-Mccormick,Planned,2019-05-02,2020-12-21,2019-07-12 22:50:00
3260,PRJ-003260,Engineer Viral Schemas Program,Russell-Johnson,Active,2022-12-28,2023-12-27,2023-01-01 22:30:00
1609,PRJ-001609,Productize Impactful Communities Program,Lawrence-Reyes,Cancelled,2021-01-02,2022-04-02,2021-02-18 02:51:00
2200,PRJ-002200,Orchestrate Plug-And-Play Supply-Chains Program,Sims-Hicks,Cancelled,2020-03-10,,2020-03-29 04:06:00
4165,PRJ-004165,Optimize B2B Portals Program,Stewart-Edwards,Cancelled,2022-02-15,,2022-03-24 21:42:00
1081,PRJ-001081,Leverage Customized Metrics Program,Jones Inc,On Hold,2024-03-16,2024-07-24,2024-04-29 06:01:00
4989,PRJ-000089,Engage Proactive Web Services Program Refresh,Carter-Sullivan,Cancelled,2024-12-18,2025-06-01,2025-06-05 20:07:00
4040,PRJ-004040,Optimize Open-Source Eyeballs Program,Mcneil LLC,Active,2020-07-24,2021-07-31,2020-08-23 02:38:00
3735,PRJ-003735,Extend Compelling Networks Program,"Wheeler, Blackwell and Martin",Cancelled,2026-04-20,2028-03-29,2026-05-16 02:46:00
2531,PRJ-002531,Expedite Plug-And-Play Technologies Program,Wallace PLC,On Hold,2025-03-18,2027-08-12,2025-03-31 18:02:00
246,PRJ-000246,Re-Contextualize E-Business Networks Program,Solis and Sons,Cancelled,2026-08-06,2028-12-30,2026-10-28 07:03:00
2865,PRJ-002865,Incentivize Vertical Experiences Program,"Jones, Jennings and Garcia",Cancelled,2023-09-27,2025-11-07,2024-01-07 04:56:00
4344,PRJ-000133,Enable Bricks-And-Clicks Vortals Program Refresh,Cobb PLC,Cancelled,2021-05-25,2023-04-23,2021-10-31 04:54:00
4396,PRJ-001263,Re-Contextualize One-To-One Systems Program Refresh,Roberts Inc,Planned,2026-07-16,2028-08-23,2026-12-30 23:35:00
