position_history_id,employee_id,effective_start_date,effective_end_date,job_title,cost_centre,fte,updated_at
1309,501,2018-01-19,2019-03-26,Lead Engineer,CC-150-SALES,0.86,2019-03-30 21:45:00
1310,501,2019-03-27,2019-10-15,Senior Engineer,CC-120-ENG,0.62,2019-11-03 05:43:00
1311,501,2019-10-16,2021-08-06,Director,CC-100-FIN,0.64,2021-08-13 14:24:00
1312,501,2021-08-07,,Senior Manager,CC-130-PMO,0.58,2021-09-03 13:21:00
1313,502,2025-09-23,2026-02-28,Lead Engineer,CC-100-FIN,0.53,2026-03-08 20:15:00
1314,503,2022-07-07,2023-02-16,Analyst,CC-150-SALES,0.48,2023-03-12 06:30:00
1315,503,2023-02-17,2024-07-10,Engineer,CC-140-OPS,0.62,2024-07-10 06:17:00
1316,503,2024-07-11,2025-10-08,Director,CC-160-MKT,0.46,2025-10-18 21:34:00
1317,503,2025-10-09,2026-02-28,Project Coordinator,CC-110-HR,0.96,2026-03-05 05:32:00
1318,504,2024-10-18,2025-09-06,Lead Engineer,CC-160-MKT,0.4,2025-09-10 08:50:00
1319,504,2024-10-18,2025-09-06,Senior Analyst,CC-160-MKT,0.6,2025-09-10 16:50:00
1320,504,2025-09-07,2026-02-28,Engineer,CC-130-PMO,0.74,2026-03-01 00:56:00
1321,505,2019-09-29,,Senior Analyst,CC-140-OPS,0.91,2019-10-28 21:06:00
1322,506,2015-07-30,2017-05-02,Project Manager,CC-140-OPS,0.57,2017-05-11 02:34:00
1323,506,2017-05-03,2018-07-08,Analyst,CC-130-PMO,0.24,2018-07-13 02:15:00
1324,506,2018-07-09,2020-01-21,Director,CC-120-ENG,0.53,2020-01-23 10:39:00
1325,506,2020-01-22,2021-11-21,Analyst,CC-130-PMO,0.63,2021-12-04 07:50:00
1326,506,2021-11-22,,Senior Engineer,CC-150-SALES,0.83,2021-12-16 21:50:00
1327,507,2018-07-03,2019-09-14,Analyst,CC-130-PMO,0.56,2019-09-22 17:40:00
1328,507,2019-10-12,2021-03-02,Senior Analyst,CC-130-PMO,0.65,2021-03-22 01:25:00
1329,508,2020-09-09,2022-03-16,Senior Analyst,CC-100-FIN,0.69,2022-04-14 20:06:00
1330,508,2022-06-12,2023-09-13,Analyst,CC-100-FIN,0.94,2023-10-12 05:31:00
1331,508,2023-09-14,,Senior Engineer,CC-130-PMO,0.66,2023-09-18 13:56:00
1332,509,2020-05-29,,Senior Analyst,CC-150-SALES,0.26,2020-06-27 06:10:00
1333,510,2018-12-05,,Analyst,CC-150-SALES,0.44,2018-12-14 06:33:00
1334,511,2016-04-15,2017-11-30,Lead Engineer,CC-100-FIN,0.45,2017-12-07 13:45:00
1335,511,2018-01-14,2019-04-12,Project Manager,CC-120-ENG,0.6,2019-04-18 04:11:00
1336,511,2019-03-29,2020-12-21,Director,CC-130-PMO,0.54,2021-01-05 10:44:00
1337,511,2020-12-22,2021-07-31,Project Manager,CC-130-PMO,0.56,2021-08-12 13:47:00
1338,511,2021-08-01,,Project Coordinator,CC-160-MKT,0.35,2021-08-14 15:05:00
1339,512,2017-07-15,2019-01-21,Senior Engineer,CC-130-PMO,0.82,2019-01-27 05:16:00
1340,512,2019-01-01,,Senior Manager,CC-110-HR,0.7,2019-01-11 11:50:00
1341,513,2021-04-16,2022-07-11,Engineer,CC-100-FIN,0.36,2022-08-08 12:45:00
1342,513,2022-07-12,2023-11-29,Senior Manager,CC-120-ENG,0.63,2023-11-29 20:54:00
1343,514,2021-12-21,2023-02-12,Manager,CC-160-MKT,1.0,2023-02-14 19:35:00
1344,514,2023-03-26,2024-03-06,Lead Engineer,CC-100-FIN,0.38,2024-03-25 09:11:00
1345,514,2024-01-29,,Lead Engineer,CC-130-PMO,0.31,2024-02-14 01:02:00
1346,514,2024-01-29,,Senior Engineer,CC-130-PMO,0.36,2024-02-14 07:02:00
1347,515,2021-03-30,2022-06-05,Project Coordinator,CC-120-ENG,0.9,2022-06-27 17:49:00
1348,516,2022-10-11,2024-09-20,Project Coordinator,CC-140-OPS,0.23,2024-10-12 14:54:00
1349,516,2024-10-15,2025-06-01,Senior Engineer,CC-160-MKT,0.88,2025-06-03 11:50:00
1350,516,2025-06-02,,Project Manager,CC-130-PMO,0.78,2025-06-25 09:25:00
1351,517,2018-01-24,2020-01-02,Senior Manager,CC-140-OPS,0.82,2020-01-11 07:05:00
1352,517,2020-01-03,,Senior Engineer,CC-120-ENG,0.53,2020-01-25 23:13:00
1353,518,2025-05-02,2025-10-04,Analyst,CC-160-MKT,0.74,2025-10-14 08:14:00
1354,518,2025-11-26,2026-02-28,Manager,CC-100-FIN,0.73,2026-03-06 15:15:00
1355,519,2017-01-13,2018-03-10,Director,CC-150-SALES,0.27,2018-03-22 14:59:00
1356,519,2018-03-28,2018-12-29,Senior Analyst,CC-130-PMO,0.53,2018-12-31 14:26:00
1357,519,2018-12-30,,Project Manager,CC-130-PMO,0.72,2018-12-31 11:25:00
1358,520,2022-05-16,2023-07-19,Lead Engineer,CC-110-HR,0.65,2023-08-06 20:14:00
1359,520,2023-06-15,2023-11-19,Director,CC-100-FIN,0.28,2023-12-13 01:52:00
1360,520,2023-11-15,,Project Manager,CC-110-HR,0.36,2023-12-13 18:37:00
1361,521,2023-04-24,2024-02-11,Analyst,CC-160-MKT,0.31,2024-02-17 10:04:00
1362,521,2024-02-12,,Analyst,CC-140-OPS,0.45,2024-02-14 08:52:00
1363,522,2016-01-11,2017-11-11,Project Coordinator,CC-120-ENG,0.67,2017-11-23 07:28:00
1364,522,2017-11-12,2019-01-18,Analyst,CC-150-SALES,0.21,2019-02-01 04:29:00
1365,522,2019-01-19,2021-01-07,Senior Engineer,CC-130-PMO,0.85,2021-01-30 19:22:00
1366,522,2021-01-08,,Manager,CC-150-SALES,0.46,2021-01-11 11:49:00
1367,523,2019-03-21,2021-02-10,Project Coordinator,CC-140-OPS,0.85,2021-02-19 14:42:00
1368,523,2021-02-11,2021-12-22,Lead Engineer,CC-150-SALES,0.98,2022-01-12 09:26:00
1369,523,2021-12-23,2022-08-28,Project Coordinator,CC-150-SALES,0.59,2022-09-21 18:31:00
1370,523,2022-08-29,,Lead Engineer,CC-140-OPS,0.85,2022-08-30 15:14:00
1371,524,2016-10-06,2017-05-13,Project Manager,CC-100-FIN,0.67,2017-05-21 18:52:00
1372,524,2017-06-30,,Senior Manager,CC-140-OPS,0.37,2017-07-03 23:26:00
1373,525,2018-08-21,2019-04-22,Engineer,CC-150-SALES,0.51,2019-05-16 00:27:00
1374,525,2019-07-21,2021-05-10,Senior Analyst,CC-160-MKT,0.34,2021-06-03 23:33:00
1375,525,2021-05-11,,Project Coordinator,CC-150-SALES,0.53,2021-05-12 17:04:00
1376,526,2021-09-08,2022-01-26,Analyst,CC-120-ENG,0.7,2022-02-17 01:17:00
1377,526,2022-01-27,2022-03-24,Analyst,CC-130-PMO,0.73,2022-04-12 13:40:00
1378,527,2016-10-06,2017-03-08,Engineer,CC-130-PMO,0.82,2017-03-27 15:47:00
1379,527,2017-04-08,2017-08-10,Lead Engineer,CC-110-HR,0.51,2017-08-31 21:47:00
1380,527,2017-08-11,,Senior Manager,CC-130-PMO,0.63,2017-09-01 06:56:00
1381,528,2022-07-23,2023-09-11,Manager,CC-140-OPS,0.45,2023-10-09 12:50:00
1382,528,2023-08-13,2024-07-13,Senior Engineer,CC-110-HR,0.57,2024-07-18 09:55:00
1383,528,2024-07-14,2024-11-22,Senior Manager,CC-110-HR,0.3,2024-12-15 01:18:00
1384,528,2024-11-23,2025-04-15,Senior Analyst,CC-130-PMO,0.31,2025-04-16 05:12:00
1385,529,2019-10-03,2020-07-18,Analyst,CC-100-FIN,0.54,2020-07-23 01:04:00
1386,529,2020-07-01,2021-07-01,Senior Manager,CC-120-ENG,0.98,2021-07-12 14:54:00
1387,529,2021-07-02,2022-08-13,Senior Manager,CC-160-MKT,0.94,2022-08-20 21:13:00
1388,529,2022-08-14,,Director,CC-150-SALES,0.68,2022-08-22 06:50:00
1389,530,2019-08-24,2020-02-29,Senior Analyst,CC-120-ENG,0.54,2020-03-30 10:12:00
1390,530,2020-03-01,2021-05-12,Project Manager,CC-160-MKT,0.79,2021-05-17 12:34:00
1391,530,2021-05-13,,Project Manager,CC-120-ENG,0.96,2021-06-10 19:10:00
1392,531,2020-09-29,2021-04-08,Project Manager,CC-140-OPS,0.36,2021-04-20 04:08:00
1393,531,2021-03-14,2022-02-05,Manager,CC-140-OPS,0.77,2022-03-06 10:53:00
1394,532,2018-03-06,2019-07-10,Senior Analyst,CC-120-ENG,0.23,2019-08-08 05:52:00
1395,532,2019-07-11,2020-12-26,Senior Manager,CC-150-SALES,0.84,2021-01-24 18:14:00
1396,532,2020-12-27,2021-05-06,Project Manager,CC-160-MKT,0.36,2021-05-19 14:30:00
1397,532,2021-05-07,,Engineer,CC-150-SALES,0.41,2021-05-11 23:35:00
1398,533,2020-06-16,2021-03-30,Manager,CC-120-ENG,0.52,2021-04-14 23:13:00
1399,533,2021-03-31,2022-10-21,Senior Manager,CC-140-OPS,0.74,2022-11-20 01:32:00
1400,533,2022-10-22,2023-03-08,Engineer,CC-160-MKT,0.83,2023-03-17 23:56:00
1401,533,2023-03-09,2024-10-22,Senior Engineer,CC-140-OPS,0.73,2024-10-22 17:01:00
1402,534,2015-07-06,2017-02-05,Analyst,CC-130-PMO,0.77,2017-03-02 07:04:00
1403,534,2017-02-06,,Senior Manager,CC-100-FIN,0.78,2017-02-11 09:34:00
1404,535,2015-08-13,2017-03-31,Senior Analyst,CC-160-MKT,0.66,2017-04-16 05:05:00
1405,535,2017-05-05,2019-03-29,Senior Engineer,CC-140-OPS,0.34,2019-04-06 18:58:00
1406,536,2023-08-10,2024-01-20,Senior Engineer,CC-130-PMO,0.3,2024-01-20 16:03:00
1407,536,2024-01-21,,Director,CC-140-OPS,0.69,2024-02-06 11:15:00
1408,536,2024-01-21,,Project Coordinator,CC-140-OPS,0.81,2024-02-06 18:15:00
1409,537,2018-03-31,2018-09-21,Director,CC-140-OPS,0.48,2018-10-02 14:44:00
1410,537,2018-09-22,2019-11-20,Engineer,CC-110-HR,0.25,2019-12-19 15:45:00
1411,537,2019-11-21,,Senior Analyst,CC-160-MKT,0.56,2019-12-01 23:35:00
1412,538,2020-07-30,2022-03-12,Project Manager,CC-150-SALES,0.3,2022-03-31 23:15:00
1413,538,2022-03-13,2024-01-03,Senior Analyst,CC-160-MKT,0.67,2024-02-01 15:07:00
1414,538,2024-01-04,,Senior Engineer,CC-110-HR,0.85,2024-01-09 00:20:00
1415,539,2016-06-13,2017-11-10,Director,CC-130-PMO,0.63,2017-12-06 01:53:00
1416,540,2017-07-31,2018-04-05,Senior Analyst,CC-110-HR,0.8,2018-04-05 04:52:00
1417,540,2018-03-05,2020-01-06,Analyst,CC-120-ENG,0.78,2020-01-21 07:53:00
1418,541,2022-06-29,2023-04-04,Senior Engineer,CC-100-FIN,0.83,2023-04-12 15:38:00
1419,541,2023-04-05,2024-04-05,Project Coordinator,CC-160-MKT,0.47,2024-04-11 23:57:00
1420,541,2024-04-06,2024-10-29,Senior Engineer,CC-140-OPS,0.6,2024-10-30 03:18:00
1421,541,2024-10-30,2025-07-10,Manager,CC-130-PMO,0.77,2025-08-06 02:13:00
1422,542,2019-06-15,2020-09-12,Lead Engineer,CC-120-ENG,0.95,2020-09-26 11:45:00
1423,542,2020-12-03,2022-05-11,Manager,CC-110-HR,0.71,2022-05-21 02:02:00
1424,542,2022-05-12,,Project Manager,CC-150-SALES,0.76,2022-05-27 20:23:00
1425,543,2019-11-22,2020-04-14,Analyst,CC-100-FIN,1.0,2020-05-14 21:06:00
1426,543,2020-04-15,2021-01-03,Senior Manager,CC-130-PMO,0.82,2021-01-06 07:20:00
1427,544,2018-07-06,2019-02-24,Manager,CC-160-MKT,0.7,2019-03-03 22:04:00
1428,544,2019-02-02,,Director,CC-100-FIN,1.0,2019-02-20 06:52:00
1429,545,2019-07-15,2021-03-03,Senior Analyst,CC-130-PMO,0.37,2021-03-23 10:27:00
1430,545,2021-03-04,2022-01-23,Senior Analyst,CC-100-FIN,0.39,2022-02-05 10:58:00
1431,545,2022-01-24,,Lead Engineer,CC-140-OPS,0.4,2022-02-23 06:58:00
1432,546,2018-03-31,2018-09-22,Analyst,CC-100-FIN,0.55,2018-10-21 11:49:00
1433,547,2016-12-04,2017-05-11,Director,CC-130-PMO,0.82,2017-05-13 07:32:00
1434,547,2017-05-12,,Project Coordinator,CC-100-FIN,0.92,2017-06-01 23:54:00
1435,548,2020-02-28,2021-01-19,Engineer,CC-110-HR,0.84,2021-01-20 20:42:00
1436,548,2021-01-20,2022-11-28,Project Coordinator,CC-160-MKT,0.78,2022-12-04 10:42:00
1437,548,2022-11-29,,Analyst,CC-130-PMO,0.65,2022-12-04 18:15:00
1438,549,2015-12-27,2017-08-23,Senior Engineer,CC-120-ENG,0.64,2017-08-27 20:18:00
1439,549,2017-10-26,2018-10-27,Project Manager,CC-100-FIN,0.74,2018-11-09 16:33:00
1440,549,2018-10-28,,Project Coordinator,CC-100-FIN,0.88,2018-11-13 00:00:00
1441,550,2017-09-23,2018-07-07,Engineer,CC-100-FIN,0.83,2018-07-13 15:54:00
1442,550,2018-07-08,,Analyst,CC-130-PMO,0.98,2018-08-07 03:14:00
1443,551,2020-11-16,2021-07-27,Manager,CC-110-HR,0.88,2021-08-20 11:50:00
1444,551,2021-10-11,2022-04-28,Manager,CC-160-MKT,0.22,2022-05-07 00:14:00
1445,551,2022-04-29,2023-03-05,Senior Manager,CC-140-OPS,0.62,2023-03-18 20:12:00
1446,552,2023-05-13,2024-12-28,Senior Engineer,CC-140-OPS,0.85,2025-01-06 12:37:00
1447,552,2025-02-04,2026-01-25,Senior Manager,CC-100-FIN,0.59,2026-02-23 23:32:00
1448,552,2026-01-26,,Senior Engineer,CC-130-PMO,0.35,2026-02-02 19:19:00
1449,553,2023-09-27,2024-04-26,Director,CC-100-FIN,0.49,2024-05-19 22:12:00
1450,553,2024-04-27,,Project Coordinator,CC-130-PMO,0.28,2024-05-08 22:11:00
1451,554,2022-02-06,2023-04-27,Director,CC-160-MKT,0.24,2023-05-12 23:43:00
1452,554,2023-06-19,2025-03-16,Lead Engineer,CC-110-HR,0.9,2025-03-19 17:28:00
1453,555,2025-02-27,,Analyst,CC-110-HR,0.79,2025-02-27 08:56:00
1454,556,2023-02-27,2023-10-27,Manager,CC-150-SALES,0.93,2023-11-25 05:22:00
1455,556,2023-09-22,2024-08-30,Manager,CC-110-HR,0.73,2024-09-17 23:07:00
1456,556,2024-08-31,2025-01-31,Analyst,CC-150-SALES,0.49,2025-02-21 01:20:00
1457,556,2025-02-01,2026-02-28,Project Coordinator,CC-110-HR,0.65,2026-03-05 03:46:00
1458,557,2024-02-21,2024-08-03,Manager,CC-130-PMO,0.45,2024-08-10 16:58:00
1459,557,2024-02-21,2024-08-03,Senior Analyst,CC-130-PMO,0.74,2024-08-10 19:58:00
1460,557,2024-08-04,2025-01-19,Director,CC-110-HR,0.54,2025-01-27 02:14:00
1461,558,2016-08-22,2017-05-22,Analyst,CC-140-OPS,0.92,2017-06-11 09:01:00
1462,558,2017-05-23,2019-02-06,Engineer,CC-130-PMO,0.74,2019-02-28 10:58:00
1463,558,2019-02-07,2019-07-09,Director,CC-120-ENG,0.47,2019-08-01 03:58:00
1464,558,2019-07-10,,Engineer,CC-110-HR,0.87,2019-08-03 10:22:00
1465,559,2021-10-03,2022-08-14,Senior Engineer,CC-150-SALES,0.49,2022-08-30 15:38:00
1466,559,2022-10-17,2024-06-09,Lead Engineer,CC-160-MKT,0.57,2024-06-25 22:58:00
1467,559,2024-06-10,,Project Manager,CC-100-FIN,0.7,2024-06-22 09:37:00
1468,560,2022-05-08,2023-08-03,Project Coordinator,CC-120-ENG,0.9,2023-09-02 06:05:00
1469,560,2023-08-04,2025-04-05,Engineer,CC-120-ENG,0.61,2025-04-15 06:38:00
1470,560,2025-04-06,2025-08-20,Project Manager,CC-100-FIN,0.36,2025-09-02 21:04:00
1471,560,2025-08-21,2026-02-12,Senior Engineer,CC-150-SALES,0.84,2026-02-28 13:51:00
1472,561,2020-03-15,2021-12-21,Project Coordinator,CC-160-MKT,0.37,2021-12-22 00:37:00
1473,561,2022-01-08,2023-08-16,Project Manager,CC-160-MKT,0.53,2023-08-24 20:12:00
1474,561,2023-08-17,2024-02-16,Senior Analyst,CC-110-HR,0.64,2024-02-17 03:54:00
1475,561,2024-02-17,,Manager,CC-100-FIN,0.77,2024-03-11 00:14:00
1476,562,2021-07-01,2022-10-24,Senior Manager,CC-140-OPS,0.36,2022-11-06 17:49:00
1477,562,2023-01-14,2024-07-30,Manager,CC-130-PMO,0.48,2024-08-11 01:54:00
1478,562,2024-07-31,2026-02-28,Senior Manager,CC-130-PMO,0.51,2026-03-01 18:16:00
1479,563,2022-03-18,2023-11-19,Manager,CC-140-OPS,0.65,2023-12-17 17:18:00
1480,563,2024-01-30,2024-06-19,Manager,CC-110-HR,0.7,2024-07-16 02:26:00
1481,563,2024-06-20,,Director,CC-100-FIN,0.59,2024-07-15 05:31:00
1482,564,2018-08-16,2020-01-06,Senior Manager,CC-160-MKT,0.61,2020-01-28 01:12:00
1483,564,2020-01-07,2020-06-11,Lead Engineer,CC-140-OPS,0.88,2020-06-15 16:36:00
1484,564,2020-06-12,2021-12-16,Project Coordinator,CC-110-HR,0.32,2022-01-03 21:43:00
1485,564,2021-12-17,2022-05-12,Engineer,CC-120-ENG,0.99,2022-06-08 07:47:00
1486,565,2018-07-18,2019-02-10,Manager,CC-150-SALES,0.23,2019-03-04 04:33:00
1487,565,2019-02-11,2020-11-12,Senior Analyst,CC-100-FIN,0.67,2020-12-09 22:14:00
1488,566,2020-04-04,2021-05-31,Manager,CC-140-OPS,0.24,2021-06-16 05:33:00
1489,566,2021-07-31,2022-05-28,Senior Engineer,CC-120-ENG,0.83,2022-06-16 21:36:00
1490,566,2022-05-29,2023-11-08,Senior Manager,CC-100-FIN,0.53,2023-12-05 01:05:00
1491,566,2023-11-09,,Project Coordinator,CC-110-HR,0.83,2023-11-29 12:04:00
1492,567,2023-12-06,,Director,CC-120-ENG,0.57,2023-12-14 03:37:00
1493,568,2018-12-12,2020-11-14,Director,CC-160-MKT,0.88,2020-11-30 19:12:00
1494,568,2020-11-15,2021-08-17,Analyst,CC-150-SALES,0.77,2021-09-03 20:24:00
1495,568,2021-08-18,2023-07-23,Engineer,CC-150-SALES,0.91,2023-08-20 00:25:00
1496,568,2023-07-24,2024-10-10,Analyst,CC-100-FIN,0.45,2024-10-27 09:23:00
1497,569,2020-03-06,2021-02-14,Project Manager,CC-160-MKT,0.61,2021-02-25 09:07:00
1498,569,2021-02-15,2022-11-28,Director,CC-110-HR,0.44,2022-12-25 13:31:00
1499,569,2022-11-29,,Director,CC-150-SALES,0.33,2022-12-14 13:47:00
1500,570,2019-02-19,2020-01-23,Project Manager,CC-120-ENG,0.94,2020-02-01 00:58:00
1501,570,2020-01-24,2020-08-15,Engineer,CC-140-OPS,0.26,2020-08-25 20:20:00
1502,570,2020-01-24,2020-08-15,Lead Engineer,CC-140-OPS,0.84,2020-08-25 23:20:00
1503,570,2020-08-16,2022-07-15,Senior Manager,CC-160-MKT,0.89,2022-07-24 23:04:00
1504,570,2022-07-16,,Senior Analyst,CC-120-ENG,0.41,2022-07-31 14:18:00
1505,571,2022-03-25,2022-12-17,Manager,CC-150-SALES,0.61,2022-12-18 06:22:00
1506,571,2022-12-18,2024-05-09,Manager,CC-140-OPS,0.63,2024-05-16 12:02:00
1507,571,2024-05-10,,Senior Manager,CC-120-ENG,0.22,2024-05-27 16:31:00
1508,572,2016-01-05,2016-12-22,Manager,CC-100-FIN,0.83,2017-01-15 23:55:00
1509,572,2016-12-23,2017-06-23,Engineer,CC-160-MKT,0.8,2017-07-04 17:41:00
1510,572,2017-06-24,,Analyst,CC-150-SALES,0.95,2017-07-06 07:08:00
1511,573,2019-04-24,2020-09-29,Analyst,CC-120-ENG,0.44,2020-10-11 11:32:00
1512,573,2020-09-30,,Project Coordinator,CC-120-ENG,0.48,2020-10-08 21:35:00
1513,574,2025-09-13,2026-02-28,Engineer,CC-160-MKT,0.43,2026-03-20 15:18:00
1514,575,2020-01-17,2021-08-11,Senior Manager,CC-100-FIN,0.42,2021-08-23 21:36:00
1515,575,2021-08-12,2022-02-09,Manager,CC-150-SALES,0.59,2022-02-22 14:33:00
1516,576,2022-04-23,2022-09-07,Senior Engineer,CC-120-ENG,0.62,2022-10-01 08:19:00
1517,576,2022-08-28,2024-07-15,Project Manager,CC-160-MKT,0.52,2024-07-25 13:43:00
1518,576,2024-07-16,,Analyst,CC-150-SALES,0.51,2024-07-26 06:00:00
1519,577,2020-05-02,2022-04-08,Manager,CC-160-MKT,0.89,2022-05-04 01:57:00
1520,577,2022-04-09,2024-01-06,Engineer,CC-140-OPS,0.55,2024-01-15 13:16:00
1521,577,2024-01-07,2025-07-17,Senior Manager,CC-150-SALES,0.67,2025-07-17 01:34:00
1522,577,2025-07-18,2026-02-28,Senior Manager,CC-130-PMO,0.56,2026-03-28 16:20:00
1523,578,2020-01-20,2020-07-15,Senior Manager,CC-150-SALES,0.8,2020-08-12 15:37:00
1524,578,2020-07-16,2021-10-09,Analyst,CC-150-SALES,0.27,2021-10-26 01:59:00
1525,579,2015-12-12,2017-10-18,Senior Engineer,CC-150-SALES,0.45,2017-10-30 11:15:00
1526,579,2017-10-19,2019-03-04,Engineer,CC-150-SALES,0.9,2019-03-22 10:33:00
1527,579,2019-03-05,2020-10-05,Analyst,CC-110-HR,0.9,2020-10-20 08:59:00
1528,579,2020-10-06,2022-04-14,Lead Engineer,CC-100-FIN,0.28,2022-04-19 04:09:00
1529,579,2022-04-15,,Project Manager,CC-140-OPS,0.49,2022-05-04 15:43:00
1530,580,2015-06-10,2016-10-24,Project Manager,CC-100-FIN,0.62,2016-10-26 21:26:00
1531,580,2016-11-12,2018-02-05,Senior Manager,CC-140-OPS,0.38,2018-02-08 08:13:00
1532,580,2018-02-17,2019-12-25,Director,CC-130-PMO,0.92,2020-01-15 09:25:00
1533,580,2019-12-26,2021-11-20,Analyst,CC-140-OPS,0.31,2021-12-01 20:05:00
1534,580,2021-11-21,,Senior Engineer,CC-130-PMO,0.55,2021-12-13 05:48:00
1535,581,2019-12-05,2021-10-15,Senior Analyst,CC-160-MKT,0.44,2021-11-11 08:23:00
1536,582,2016-10-12,2017-03-04,Senior Manager,CC-140-OPS,0.43,2017-03-15 10:42:00
1537,582,2017-03-05,2018-02-24,Manager,CC-150-SALES,0.66,2018-03-26 02:39:00
1538,582,2018-02-25,2019-10-18,Director,CC-130-PMO,0.45,2019-11-13 20:20:00
1539,582,2019-10-19,2020-03-11,Senior Analyst,CC-100-FIN,0.33,2020-04-10 04:16:00
1540,582,2020-03-12,,Lead Engineer,CC-150-SALES,0.55,2020-03-21 14:48:00
1541,583,2019-05-06,2019-10-02,Senior Manager,CC-110-HR,0.91,2019-10-08 19:24:00
1542,583,2019-10-03,2021-09-22,Senior Manager,CC-160-MKT,0.55,2021-10-22 15:02:00
1543,583,2021-09-23,2023-01-07,Lead Engineer,CC-110-HR,0.87,2023-01-19 01:41:00
1544,583,2023-01-08,2023-06-13,Project Manager,CC-150-SALES,0.32,2023-06-23 07:13:00
1545,583,2023-06-14,2024-01-15,Project Coordinator,CC-150-SALES,0.66,2024-01-21 12:36:00
1546,584,2022-08-12,2023-06-01,Lead Engineer,CC-160-MKT,0.59,2023-06-30 13:25:00
1547,584,2023-07-23,,Senior Engineer,CC-150-SALES,0.67,2023-07-27 09:01:00
1548,585,2022-01-28,2022-10-31,Senior Analyst,CC-150-SALES,0.75,2022-11-29 09:22:00
1549,585,2022-10-17,,Lead Engineer,CC-110-HR,0.65,2022-10-30 22:33:00
1550,586,2018-09-12,2020-05-10,Senior Analyst,CC-120-ENG,0.77,2020-05-21 03:34:00
1551,586,2020-05-11,2022-03-29,Manager,CC-150-SALES,0.93,2022-04-04 21:11:00
1552,586,2022-03-30,2022-08-28,Manager,CC-160-MKT,0.84,2022-09-18 03:32:00
1553,586,2022-08-29,2023-04-12,Senior Manager,CC-150-SALES,0.44,2023-04-27 12:09:00
1554,587,2017-10-29,2019-05-24,Senior Engineer,CC-140-OPS,0.29,2019-06-20 12:21:00
1555,587,2019-05-25,,Lead Engineer,CC-100-FIN,0.26,2019-06-01 10:12:00
1556,588,2025-10-25,2026-02-28,Project Coordinator,CC-130-PMO,0.95,2026-03-07 01:08:00
1557,588,2025-10-25,2026-02-28,Manager,CC-130-PMO,0.51,2026-03-07 04:08:00
1558,589,2016-09-07,2017-09-27,Project Coordinator,CC-130-PMO,0.85,2017-10-19 18:09:00
1559,589,2017-10-29,2018-10-09,Analyst,CC-140-OPS,0.64,2018-10-14 08:42:00
1560,589,2018-09-07,2019-03-16,Engineer,CC-150-SALES,0.97,2019-03-21 09:30:00
1561,589,2019-03-09,2019-07-17,Manager,CC-140-OPS,0.93,2019-08-09 16:47:00
1562,589,2019-07-18,,Senior Engineer,CC-150-SALES,0.89,2019-07-24 17:38:00
1563,590,2022-06-11,2022-11-24,Director,CC-140-OPS,0.57,2022-12-16 12:57:00
1564,590,2023-02-21,2025-01-08,Project Manager,CC-100-FIN,0.7,2025-01-14 17:51:00
1565,590,2024-12-27,,Lead Engineer,CC-110-HR,0.93,2025-01-14 02:01:00
1566,591,2018-06-24,2019-02-05,Lead Engineer,CC-110-HR,0.97,2019-03-07 15:43:00
1567,591,2019-04-28,2020-06-16,Senior Analyst,CC-130-PMO,0.71,2020-06-23 03:59:00
1568,591,2020-06-17,2021-02-17,Senior Engineer,CC-150-SALES,0.38,2021-03-06 15:01:00
1569,591,2021-02-18,2022-10-05,Project Coordinator,CC-150-SALES,0.64,2022-10-22 08:55:00
1570,591,2022-10-06,,Director,CC-140-OPS,0.74,2022-11-04 23:04:00
1571,592,2022-06-05,2023-10-08,Senior Manager,CC-110-HR,0.77,2023-10-21 20:13:00
1572,592,2023-10-09,2025-01-24,Director,CC-100-FIN,0.99,2025-02-13 09:49:00
1573,592,2025-01-25,,Director,CC-120-ENG,0.31,2025-02-19 05:47:00
1574,593,2022-12-13,2024-07-21,Analyst,CC-130-PMO,0.64,2024-08-06 12:44:00
1575,593,2024-08-15,2025-07-06,Engineer,CC-150-SALES,0.53,2025-07-27 15:10:00
1576,593,2025-07-07,2026-02-28,Manager,CC-120-ENG,0.25,2026-03-17 08:20:00
1577,594,2021-04-08,2023-02-25,Project Coordinator,CC-140-OPS,0.56,2023-03-08 17:35:00
1578,594,2023-04-22,2024-04-27,Project Manager,CC-130-PMO,0.67,2024-05-25 10:49:00
1579,595,2018-09-07,2020-03-27,Project Manager,CC-150-SALES,0.42,2020-04-08 23:04:00
1580,595,2020-03-28,2021-04-05,Lead Engineer,CC-160-MKT,0.85,2021-04-20 04:35:00
1581,596,2022-11-18,2024-04-10,Project Coordinator,CC-150-SALES,0.87,2024-04-24 05:08:00
1582,596,2024-04-11,2024-12-30,Analyst,CC-110-HR,0.61,2025-01-25 17:54:00
1583,596,2024-12-31,2025-06-04,Lead Engineer,CC-140-OPS,0.23,2025-06-28 16:03:00
1584,597,2022-09-08,2024-07-31,Director,CC-130-PMO,0.52,2024-08-09 23:22:00
1585,597,2024-08-01,2026-02-16,Senior Analyst,CC-100-FIN,0.57,2026-02-21 07:33:00
1586,597,2026-02-17,,Manager,CC-100-FIN,0.65,2026-02-21 19:24:00
1587,598,2022-03-31,2023-11-16,Engineer,CC-130-PMO,0.55,2023-11-30 12:10:00
1588,598,2023-11-17,2025-10-20,Senior Manager,CC-150-SALES,0.57,2025-11-19 01:09:00
